Avg. Income,Avg. House Age,Avg. Number of Bedrooms,Avg. Number of Bathrooms,Area Population,Price,SqFt
58547.88696,6.865313433,7.356240218,6.05,40083.80157,1226440.247,3012.8720654
78054.14552,6.929277262,5.421475759,2.45,16143.66497,975921.8634,2250.4427277
77453.47979,5.909817863,7.640185777,3.02,53100.27867,1664147.639,2951.0557331
75728.69859,7.103987534,4.384628713,2.36,46231.02645,1517922.272,1987.3886138999999
61081.35086,5.737394208,7.807634187,3.15,25627.54628,1132662.215,3112.2902561
72120.35347,4.993938,7.788579727,5.04,49375.92529,1447671.675,3337.5739181
76452.80738,6.234492402,7.160787976,3.5,24441.96637,1220591.006,2735.2363928
53056.92104,5.18024357,9.536238616,6.49,35762.87062,1186662.514,3771.8715848
63081.1021,5.671466484,7.542075813,5.35,41562.41094,1244789.022,3283.6227439
66915.88588,4.524854295,7.18934811,4.48,26897.13476,966576.0202,2814.8044330000002
70224.58213,6.034564071,7.573887966,6.45,43719.47956,1707494.922,3118.1663898
56610.64256,4.846832493,7.558137483,3.29,25494.7403,729641.7409,2712.4412449
73679.16564,7.515487093,5.909451928,2.27,19414.33715,1235144.096,2366.8355784
57115.48368,8.428712338,6.322571379,3.06,31202.09973,1278618.62,2483.7714137000003
63270.35175,4.438052618,6.617986874,2.5,48531.79491,1084011.704,2706.3960622
68728.22706,6.480532275,8.154691723,5.01,46415.35873,1786085.751,3070.4075169
57630.37364,5.913557489,6.538802467,3.26,38748.5042,1096938.428,2415.6407400999997
80949.35558,5.51204449,7.15536834,4.21,40034.41955,1606602.684,2837.610502
60587.02532,6.701418378,7.460396068,3.19,35683.6725,1346969.103,2884.1188204
42258.77454,5.744994494,7.552481939,6.29,49215.66342,852703.2637,3371.7445817
78757.68198,7.006157365,5.943870379,4.18,20453.29519,1084763.03,2488.1611137
47594.44824,6.68202379,8.5967749,4.17,41311.06762,1133814.078,3441.03247
54465.74737,5.754171633,6.375873463,3.18,7234.963521,395523.2461,2559.7620389
52399.74779,5.17708872,8.696622255,5.04,18116.61818,827268.2274,3532.9866764999997
68944.99771,7.311620652,9.229063553,6.38,56617.14328,2119176.262,3845.7190659
73345.67319,5.308315438,7.8797343,6.44,46245.41557,1629573.886,3225.92029
73789.39613,4.357430326,7.762162585,6.39,40939.76707,1082370.171,3222.6487755
66047.05353,3.862416923,7.955934585,5.05,26534.6979,642809.9667,3262.7803755
75908.6705,4.001515766,7.05110773,5.17,35040.3312,1036277.062,2906.332319
84657.62364,8.125141794,7.456779004,5.17,37068.48676,1921028.57,2957.0337012
68074.42797,4.840894786,7.074434337,4.41,32060.70901,1076032.554,2754.3303011
49869.47974,6.666915349,7.960443989,4.48,36325.67877,892039.4035,3121.1331967
60300.6653,5.927821456,6.637464725,4.41,34195.57506,992566.6233,2814.2394175
75245.46544,8.16782035,7.420099548,3.42,37410.66993,1562887.225,2848.0298644
76076.1063,5.771704391,7.831932215,3.3,45327.57551,1567859.073,2948.5796645
81464.86494,5.562679178,7.717421883,6.28,45712.25194,1593331.709,3229.2265649
57094.78149,6.893043578,7.118791272,5.19,30878.99927,1079408.595,2928.6373816
74692.89514,7.624968633,7.840905844,3.23,58221.97699,2001910.216,2996.2717532
75916.304,5.462520446,7.298367388,4.14,52072.35676,1686562.169,2935.5102164
47129.09815,6.022050134,7.035695848,4.21,34721.16281,779962.101,2792.7087544
62317.08735,4.333489184,5.575276373,4.18,36075.80579,685355.4168,2323.5829119
57576.05395,4.242603158,6.514580265,3.4,28653.59471,634218.4408,2784.3740795000003
77481.70835,5.688242983,6.46380818,2.24,30735.59554,1153680.146,2486.1424540000003
75408.35862,5.03565946,7.700189562,4.02,33003.25985,1235226.478,2964.0568686
73739.84754,4.689008912,8.244523476,4.16,38988.12797,1423125.541,3021.3570428
69327.70246,7.533655941,6.904156351,4.34,31948.93659,1550181.075,2659.2469053
96550.99888,8.203878797,5.26630679,3.22,25707.07658,1740719.107,2007.8920369999998
84487.8323,5.835554804,5.622522052,4.29,41764.6632,1685967.648,2458.7566156000003
53338.98917,4.489991198,8.172730703,6.41,45234.81835,858088.7188,3504.8192108999997
78747.69557,6.488503389,7.61696684,5.28,48614.33245,1785374.292,3038.090052
73477.97642,4.705205465,6.237990623,3.44,46610.61533,1113782.468,2326.3971868999997
81159.794,4.600368094,6.000769327,4.49,40861.61542,1182887.997,2364.2307981000004
73294.46147,5.703093086,5.734420556,4.0,32253.01802,1151128.915,2427.3261668
60946.59112,7.210324998,6.929552575,2.17,39660.6713,1420070.02,2437.8657725
53793.17648,6.461260651,6.800894663,2.3,43458.00177,1047280.112,2742.2683988999997
65480.3066,5.581042623,6.69072862,2.24,35056.75102,860804.446,2465.218586
66987.51037,7.872006373,5.979165221,2.34,26672.07778,1314635.69,2354.7495663
66626.53964,4.623909764,6.335303102,3.39,20257.79036,518831.4706,2449.5909306000003
63445.86436,6.94352914,7.852759688,5.49,46462.31348,1510883.777,3310.8279064
50935.95923,6.606775102,7.326665554,6.14,44128.20096,988123.7553,3070.9996662
74085.9208,6.263488798,7.574102606,4.22,49674.4334,1490904.563,3124.2307818
64410.67999,6.667765715,6.137954507,2.31,47477.00521,1306349.992,2435.3863521000003
66710.0243,7.416907663,7.198715695,6.15,34238.4927,1628490.793,3098.6147085
43940.87136,7.243933002,6.657964505,2.23,23999.07857,547918.3264,2536.3893515
69313.96972,4.645259484,6.734006879,3.29,30418.68189,946821.3369,2493.2020637
66398.4036,5.463465497,8.812317269,5.48,25841.52941,1074369.777,3504.6951806999996
67136.0755,6.218486676,8.408889012,5.17,31846.25336,1468752.657,3197.6667036
66547.01645,5.8460953,6.84729811,4.13,27850.8229,1094879.773,2698.189433
72472.36674,5.801878614,5.374961622,2.45,19745.49279,754960.5528,2060.4884866
82958.01974,5.22596955,6.828231898,4.15,43015.09274,1578760.808,2757.4695694
88968.52173,4.908329526,7.014097561,3.01,34751.73695,1433006.645,2661.2292683
83417.24412,6.658434978,6.294627287,4.09,34922.25372,1794014.298,2494.3881861
68613.00933,6.979609664,7.415320234,3.49,31936.44235,1373022.244,2898.5960702
68527.3355,4.212947373,6.243116027,2.07,38852.68046,961311.7292,2383.9348081
78818.71485,6.34063686,8.672263971,3.01,20631.29781,1398466.628,3080.6791912999997
76948.4508,6.447874345,8.680824685,3.01,33189.80031,1676172.305,3128.2474055
56315.35158,5.064975334,8.708239446,3.46,40985.4772,899466.5749,3275.4718338000002
84898.79649,6.853310227,5.055857861,4.16,46066.86885,1658695.141,2035.7573582999999
54094.85194,5.977382503,7.501275078,6.03,29371.03371,785460.6977,3042.3825234
68661.24746,5.001163155,6.382668351,2.08,25431.39781,895441.0221,2325.8005053
87062.45741,6.698441642,6.945353088,2.31,15007.77286,1442674.185,2806.6059264
82093.55911,4.988320965,6.780071588,2.43,30644.23589,1324022.025,2495.0214764
58521.89628,4.750535737,6.854174621,3.46,44423.49869,671671.7145,2634.2523863
71117.40595,4.70929442,5.959272268,4.23,43998.06351,1065953.376,2621.7816804000004
76888.25246,4.831204403,5.805193228,4.47,40974.15205,1124800.012,2383.5579684000004
64608.22231,4.0570074,6.38247203,4.43,36947.25904,697840.5675,2787.7416089999997
60555.03963,7.329765059,8.071888739,5.12,46257.12379,1646565.054,3175.5666217000003
80980.26057,5.428227059,6.678787573,3.38,37340.98294,1416648.297,2728.6362719
69945.4618,5.521501569,7.443394888,5.21,25022.09883,1072891.083,2881.0184664
56956.34414,6.488609409,6.777042814,3.16,57931.67323,1217320.703,2726.1128442
59580.33162,5.405141568,7.31212466,4.03,38525.2392,1096173.168,2928.6373980000003
75398.0768,5.952215218,5.28857279,4.42,42304.31774,1216307.146,2144.571837
79055.6522,6.947015823,7.50967935,5.39,41724.90928,1621035.903,2949.903805
68113.31124,6.306611021,7.206542561,3.37,44316.38482,1445804.832,2687.9627683
90201.40464,5.538018848,6.015787795,2.38,35220.86194,1417957.983,2340.7363385
44206.21021,6.358367103,7.304254283,6.27,23033.54833,677277.5966,3279.2762849
82748.75136,5.554756972,7.999047643,3.04,20152.16961,1410814.985,2828.7142929
78933.49592,6.844164136,7.416307152,3.15,28675.19043,1520371.008,2663.8921456
55833.70199,7.34387631,6.732811828,3.28,37838.86633,1086716.796,2840.8435484
73853.70376,6.189819348,7.842874893,4.01,34823.60503,1647216.594,3153.8624679
76956.49145,7.200016,6.412197842,4.39,23867.32598,1203623.841,2800.6593526
72682.75796,6.544491927,8.502343255,3.37,45348.55875,1715743.409,3253.7029764999997
64188.5254,7.244880302,7.089831772,6.3,34211.29696,1267714.149,3036.9495316000002
83656.48931,7.553568914,5.457145849,3.5,42841.74162,1564563.568,2446.1437547
53793.28059,4.567450436,5.193259488,3.32,37683.74582,628870.3456,2056.9778464
89910.75164,6.225279277,5.662139684,4.45,37517.88304,1534156.311,2593.6419052
64105.60601,6.099286714,5.289327283,3.31,42938.16233,1041896.851,2337.7981849
60075.89061,5.284926497,7.604092129,6.21,30394.88704,950121.5621,3050.2276386999997
72331.67854,6.733341597,6.633598721,3.38,34718.07293,1377275.179,2602.0796163
42969.65939,6.295500995,7.885507353,4.38,29594.08986,777733.6134,2954.6522059
48418.25234,5.855530706,6.110107841,4.04,41513.39942,702321.7523,2438.0323522999997
57880.64441,5.796357678,7.272294414,6.02,20255.9803,846052.9112,3098.6883242
74992.15533,7.034320282,7.716100333,6.12,30885.20321,1390870.095,3213.8300999
54203.30082,7.298337307,6.204286865,2.49,60388.34425,1394900.985,2266.2860595
70632.60722,7.294085303,7.158449467,4.17,45919.26116,1779858.274,2710.5348401
86051.0873,6.048516624,6.196703573,3.26,49475.67121,1754866.395,2443.0110719
72630.0094,5.737895718,4.711060431,3.03,45888.87423,1160397.822,1989.3181293
61821.94044,5.738638034,8.076674531,4.29,19123.41954,808373.703,3193.0023593
70754.59688,6.485333231,8.183183825,6.33,25442.39728,1277172.476,3468.9551475000003
62840.19047,6.389363529,6.002304868,3.33,35658.69268,1026126.584,2473.6914604000003
54259.47605,6.064384805,5.4917461,4.31,26482.16068,469016.2478,2547.52383
56060.90043,6.156145637,6.669531706,4.26,42461.31544,962551.0371,2530.8595118000003
86401.89381,5.744152361,5.833799709,3.36,38799.43232,1385749.141,2269.1399127
73466.77183,6.341691523,7.697665856,6.28,43108.01999,1605398.572,3344.2997568
70817.39831,5.641714052,7.74434561,5.08,33597.49765,1196254.118,3291.303683
79661.16409,6.739305373,7.503768529,6.23,44099.74898,1879797.72,3221.1305587
61506.59477,6.411061895,6.701059385,3.13,53962.05633,1271752.432,2476.3178154999996
78114.42133,7.570045663,8.423978174,6.0,41831.04112,1876746.487,3387.1934522
73779.09308,4.847919095,6.502540831,2.46,40935.06246,1109586.411,2521.7622493
78705.90987,5.193468669,7.609021436,6.21,40204.52046,1560270.485,3017.7064308
83145.08571,7.190975568,9.309901622,6.17,7360.295191,1572814.863,3732.9704866
63232.94007,7.350601424,7.262950102,4.24,33637.95541,1465223.509,2762.8850306
71560.01989,5.685707175,5.776343122,4.12,40311.27626,1049672.249,2365.9029366
79310.36198,4.247433999,7.518204325,4.38,43982.18896,1231157.255,3069.4612975
56290.32129,5.765599756,7.112024107,3.21,27648.72339,854812.258,2599.6072321
74526.49852,5.679689281,7.002164062,5.48,32518.48449,1250494.74,3137.6492186
61467.74963,5.270573067,7.38290195,5.35,38816.13582,962183.803,3142.870585
73658.11674,6.099712046,7.925387401,4.16,57646.3915,1864670.074,2954.6162203
56743.57798,5.251342071,5.129120552,4.14,23889.15663,577104.8149,2137.7361656000003
63582.97606,4.797856325,5.872524435,2.16,52070.89638,1016187.104,2286.7573304999996
78358.94845,5.258159745,8.102095935,6.19,40591.32522,1492965.733,3226.6287804999997
82743.50931,6.514382102,8.137474862,5.3,41859.0724,1811265.523,3272.2424585999997
61877.54906,5.546028793,6.801887465,3.25,28604.94368,1083745.372,2766.5662395
59963.91404,7.369297225,6.442741924,3.23,39170.30806,1292979.365,2751.8225772
58099.53712,6.758248333,9.148798841,4.41,27063.08781,1155513.175,3507.6396523
75054.75347,6.282693303,6.402843907,4.25,37179.35057,1294069.533,2666.8531721
79163.77862,4.11266085,6.922618314,4.39,31514.44338,1159147.109,2617.7854942
69442.44539,5.967035895,5.580979938,3.19,56984.14525,1469561.675,2098.2939814
76181.20752,5.479309426,5.313801866,4.27,22850.03376,988746.4206,2213.1405598
56799.07406,4.861428751,4.499119974,4.23,52875.06496,774491.6533,1879.7359922
52511.65435,4.579884939,6.561220474,3.3,24612.98724,325195.9428,2632.3661422
86362.7834,5.800030782,6.769325785,4.47,34050.12992,1477595.999,2684.7977355000003
74230.51796,6.471662026,7.364007368,5.09,19108.53486,1483808.337,2978.2022104000002
80793.42091,4.365596873,7.06046765,4.41,25377.56176,867444.7049,2867.1402949999997
72618.53846,5.160574116,7.64012721,4.46,37345.91172,1420858.824,3077.038163
48662.29928,6.310493215,7.195635471,6.46,29002.0961,680982.7688,3234.6906413
71277.26843,5.411877415,6.286579479,3.17,36325.78762,996996.3554,2634.9738437
80285.68125,5.749936131,5.211933976,3.03,48633.82943,1439028.521,2015.5801928
62681.79809,7.341254061,4.12527809,3.01,17454.45522,796910.7112,1648.583427
65673.75136,5.689867244,7.346789774,6.27,32367.44638,1166158.185,3281.0369322
64426.86589,5.504012493,8.950179039,3.31,18214.31405,1055548.676,3271.0537117
83801.82006,4.888150026,8.707379521,5.39,33184.55158,1642051.832,3320.2138563
87638.11565,6.347008373,6.953770536,2.45,34109.24426,1734239.138,2599.1311608
69179.70041,5.424773688,6.08347967,3.25,36323.69445,1193519.508,2521.043901
77540.89419,3.004716836,6.530857667,2.02,21671.51414,555755.6568,2328.2573001
67612.49203,5.352808826,7.474352636,5.05,40272.36565,1244631.519,3201.3057908
73180.67337,6.241898806,9.118588644,3.33,43144.71493,1768036.334,3419.5765932000004
75786.34924,5.174373335,5.922408509,3.1,36352.35133,1047452.508,2233.7225527
68294.30753,5.706869886,6.457792318,3.5,21770.67356,1038330.039,2570.3376954
57684.52669,6.402133413,6.053240408,2.16,31033.02311,895600.4237,2450.9721224
71701.8418,5.897954336,7.517091389,6.11,27610.38763,1352018.254,3152.1274167
68259.16034,7.144078166,8.092215309,3.11,17861.31731,1128045.105,2927.6645927
70972.24051,4.758437899,8.050487087,4.3,45696.87473,1268570.809,3276.1461261
71307.90299,5.335214508,7.508271585,3.42,27619.16309,1061517.709,2832.4814755
87626.94348,6.58861348,7.608873041,3.15,36654.46346,1724733.025,3053.6619123
66651.6003,8.042661057,7.145904972,5.46,46165.70063,1660975.171,2877.7714916
68600.0416,7.892039099,8.069702211,3.09,39091.21823,1797621.22,3102.9106632999997
67846.04866,5.379704851,6.103863335,4.15,27442.09616,879511.1964,2364.1590005
63345.18738,7.564139624,7.282044029,3.13,41461.94693,1565151.545,2907.6132087
66262.19253,6.292294206,4.923681152,4.23,45055.2401,1199128.404,2357.1043456
73659.10345,4.662016527,5.080215169,4.47,39575.38909,651787.9705,2444.0645507
60904.45073,4.035776603,6.476941994,2.45,33078.14996,586381.5473,2441.0825982
63543.58805,6.406734259,5.567048468,3.45,44541.64605,1151741.155,2504.1145404
67582.84414,5.639891799,8.013745403,3.04,41529.6954,1279051.669,3067.1236209
54841.76459,5.25491668,5.66365786,2.15,31196.47801,585531.2381,2121.097358
69657.36279,6.352332251,5.36880436,3.08,29973.09356,884227.2099,2388.641308
66369.75098,4.26897623,7.399066489,6.41,18683.53506,796666.1224,3244.7199467
68785.85474,6.150061464,9.507527474,4.11,40634.94902,1624842.124,3421.2582422
61306.11813,8.472279818,6.181664334,2.05,37252.72,1559997.151,2283.4993001999997
54850.74177,4.615917911,5.548139816,3.2,38390.67149,615506.8011,2437.4419448
71795.85833,5.602506112,7.997290565,6.45,49773.19509,1533492.797,3416.1871695
69676.59651,5.477064875,5.893543734,3.14,31727.36438,1239940.042,2288.0631202
55815.56872,7.151591185,6.002938215,2.35,42961.7642,1308465.24,2433.8814645
71332.55303,6.262355267,4.565155298,4.04,49628.41471,1430813.413,2117.5465894
61951.17044,6.065183671,7.43863334,5.43,31521.27571,943404.239,3209.590002
57855.69136,5.184382513,6.568365928,4.06,40581.75932,938420.7846,2722.5097784
66706.07453,5.711785722,7.890367053,5.13,38981.04403,1206393.181,2987.1101159
54890.1033,5.289803667,5.532091955,2.03,32642.03744,481391.6433,2102.6275865
61666.49943,6.089201695,8.138369526,3.17,24865.98505,1144641.819,3219.5108578
75435.42425,5.589262465,6.890146149,3.46,22637.48514,1028636.423,2520.0438447
61682.99948,5.973472603,6.288611418,4.38,29674.03236,856931.5284,2775.5834254
68211.28951,7.933583557,6.970127179,4.28,40808.98878,1742566.006,2712.0381537000003
75282.44801,7.149076222,7.484608383,5.36,28385.50253,1617114.944,3201.3825149
67143.75045,5.795685418,7.877533794,3.06,32715.66074,1364029.168,2807.2601382
68974.10287,7.820094644,6.807937554,3.13,31832.99262,1702526.056,2535.3812662
69845.23819,5.591788254,7.736606019,6.1,37014.02104,1375105.346,3216.9818056999998
74475.54481,6.191989342,7.883840411,5.23,21149.00725,1174779.158,3071.1521233000003
70219.69037,5.707247242,7.609499361,5.01,28553.81548,1126778.414,2970.8498083
64455.7791,6.152455871,7.425795788,6.14,29066.21781,1095727.673,3182.7387364
42940.13894,4.238065602,7.812724696,6.36,45709.11709,680418.724,3420.8174088
66490.83327,6.53936159,7.951156537,5.46,33650.09384,1506798.755,3123.3469611
64261.82856,5.69552199,6.612830339,2.22,41190.54637,1185935.641,2390.8491017
85207.42505,7.03150132,7.345307871,5.31,40946.07085,2024121.461,2877.5923613
76268.09274,6.377042817,9.002044879,6.1,25978.89523,1562842.638,3546.6134637
69918.44186,6.931829954,8.310986463,4.13,54346.75234,1851065.497,3079.2959389000002
51144.8509,4.191621744,6.701869131,3.03,18277.60136,287307.5837,2448.5607393
72583.25334,6.521821037,5.773618814,4.49,21768.32105,968280.5181,2381.0856442
58182.06087,6.052909859,7.871996503,5.29,17668.95198,880084.7004,3145.5989509
85952.49316,7.205817168,7.066254236,6.2,24222.47091,1685368.164,3093.8762708
79801.75734,6.313971756,5.519717438,2.39,33579.9133,1169547.521,2164.9152314000003
67922.60483,7.309191879,7.370992683,3.2,35447.92121,1613814.875,2846.2978049
46062.75427,7.840108149,6.215335957,2.45,28288.33249,675919.6816,2378.6007871
83658.66099,6.152829207,6.690874868,4.47,42647.86966,1688642.679,2805.2624604000002
58299.82603,5.037562816,7.002685869,4.03,31675.26753,868435.275,2962.8057607
62342.84718,6.506083303,4.666259583,2.47,38010.37274,823941.9221,2067.8778749000003
44328.2563,5.644951798,6.813808755,2.06,20820.24137,601007.3512,2404.1426265
73470.93316,5.722509283,6.169214911,3.47,32855.5057,1144901.266,2387.7644732999997
64438.10915,6.084792831,6.464967336,4.43,40538.96124,1069827.807,2759.4902008
54516.63198,7.123411231,4.321938664,2.32,51298.9504,944491.0396,1728.5815992
74182.50577,5.432402397,7.224551566,3.14,14659.99426,790721.3678,2735.3654698
43800.29197,7.364521955,6.990744746,2.17,34184.96587,809486.7099,2790.2234238
50703.15292,6.096813146,7.784817857,4.49,26324.20787,743393.3473,3232.4453571
81721.60582,4.395841022,5.85590121,4.44,40454.81895,1130293.597,2663.770363
74455.44203,6.718328181,6.98639502,4.5,62449.97385,1867050.536,2785.918506
61634.0358,5.748254776,6.867792808,3.49,46857.47027,1043548.609,2681.3378423999998
47634.19218,4.005731084,6.784131099,3.25,51505.71168,646198.2245,2469.2393297
81093.2315,6.603548759,6.564980962,2.4,38473.12773,1656401.837,2536.4942886
50571.40647,6.925275682,7.946493041,6.12,40913.30483,1214563.15,3359.9479123
69799.54988,3.634897423,6.641108664,4.46,17217.21682,578396.2215,2785.3325992
80955.09234,6.728471835,6.511389511,3.28,29431.80687,1344651.574,2627.4168533
99317.82315,5.495860991,7.18272144,6.03,50350.35229,2219724.162,3011.816432
53510.24435,6.033123439,5.61579805,2.45,22977.91539,565680.5528,2062.739415
77755.5397,5.718540434,6.891789699,4.36,22239.28398,1091928.616,2731.5369097000003
67726.19292,5.841467063,8.416413547,6.37,37158.73837,1229702.948,3420.9240640999997
46135.24786,5.656343486,7.303474997,3.47,39232.22491,615144.8986,2726.0424991
77089.65366,6.1228162,6.265592476,4.38,46740.88672,1469237.205,2509.6777428
88850.47602,4.783567214,6.15918296,2.38,26565.33433,1205212.292,2511.754888
61828.03256,7.129286455,7.035450746,6.24,43068.22881,1377430.072,3074.6352238
70553.46367,5.577570044,5.938542335,4.38,43538.29597,1037382.577,2641.5627005
65220.10452,6.865264907,7.455660643,4.0,22585.2362,1073857.069,2852.6981929
77932.5664,5.942552133,7.123306887,3.41,29085.13579,1448081.251,2670.9920661
54341.1538,3.753906833,7.157119845,4.19,30542.21225,437436.1382,2828.1359535
70850.39992,7.306785124,4.209620425,2.14,33845.64695,952912.2012,1674.8861275
68482.91036,4.949845164,7.536690959,4.26,37366.8598,1123991.977,2899.0072877000002
67006.3622,5.706389291,9.295531207,6.38,34653.7981,1440897.412,3884.6593620999997
81941.22296,5.888005158,7.381076691,6.16,41766.85756,1648201.728,3020.3230073
71717.86935,7.10105393,7.620690943,3.08,27524.95593,1390990.849,3039.2072829
80168.91115,6.158568849,7.905983992,6.23,24833.29858,1406437.685,3299.7951976
73047.32581,6.458334703,7.518636117,6.04,47053.45906,1703880.22,2975.5908351
76186.84722,7.418553423,7.470557508,5.02,30829.90595,1553459.364,3116.1672524
50764.67343,6.292878824,7.383725367,3.13,33577.08481,872595.093,2800.1176101
72551.36976,5.045932442,5.613834274,4.48,39740.06394,1030324.919,2347.1502822
59981.13398,6.236576038,6.85280203,2.35,49620.38257,1194113.694,2738.8406090000003
74521.14052,3.966391566,7.731463233,6.14,26251.87217,978103.6192,3213.4389699000003
77853.31613,4.152152601,7.115080039,3.02,38031.07264,1224186.696,2626.5240117000003
71684.09549,5.229371954,7.521449211,5.17,24555.33668,1062877.883,2954.4347633
76223.56126,6.371627248,5.342217158,2.42,30165.33745,1023943.775,2267.6651474
51654.2801,5.327711512,8.79127232,4.3,28197.61822,834599.9392,3280.381696
60717.39827,4.409209199,5.303686666,4.11,42891.59894,596350.3507,2358.1059998
69413.6134,3.1188017,5.372992296,4.39,43722.51676,578142.4703,2207.8976887999997
78529.52768,7.060887682,7.634761678,5.2,23897.11627,1578087.139,3063.4285034
71350.77628,5.802554121,8.787965083,4.38,29207.16029,1285098.691,3538.3895248999997
70250.56875,6.406191691,8.106738766,6.16,35271.36464,1520263.756,3263.0216298
54725.20287,5.571957616,7.222152718,5.15,26993.35724,722115.1243,3123.6458154
68508.32406,6.53528588,7.151596571,6.23,25290.40994,1085103.003,3133.4789713
66789.16181,5.390035654,6.783346706,4.47,35735.32371,1037033.039,2896.0040117999997
62087.47464,6.182507003,8.135098421,6.13,43013.79648,1316206.247,3355.5295263000003
77345.47238,5.407514629,8.243178477,3.11,26706.91103,1137069.307,2923.9535431000004
52018.16462,5.312268019,7.834925575,4.07,60742.63487,1248689.601,2961.4776725
87916.90962,7.738422514,6.916735342,2.31,32697.87881,1939603.131,2794.0206026
44710.18346,5.409128311,8.951344401,4.06,56584.4138,1048800.651,3568.4033203
44048.45669,6.870971793,8.217176714,5.49,40942.59401,1028275.104,3306.1530142
64201.50317,5.17468109,5.220126532,3.42,23252.16459,642646.439,2285.0379596000002
80778.5735,7.579366477,6.822502872,3.15,42462.02841,1812209.137,2814.7508616
54407.07785,6.402339097,7.423947631,3.3,36707.94163,1139959.933,2893.1842893
70594.15766,6.727455877,6.844712274,2.04,55601.04894,1673538.169,2577.4136822
66357.88017,6.49722241,7.028679218,5.02,39575.97947,1324845.863,2777.6037653999997
62141.69861,5.060596059,6.063680473,4.01,37463.83648,916717.6047,2516.1041419
83774.5433,7.703566148,9.652003929,4.23,37130.79685,2115010.704,3673.6011786999998
39777.60691,5.804627226,7.147718742,3.16,38725.4243,696014.4677,2698.3156226
83088.0696,6.45972994,8.725138633,5.17,40564.63881,2021310.792,3545.5415899
52588.68365,5.261432252,5.053065889,2.49,32938.35564,253185.7015,2012.9197667
57818.79941,6.855622576,6.051938963,4.37,37984.18798,911247.817,2450.5816889
81462.86286,6.114043517,7.065028292,4.02,31484.95511,1573288.818,2696.5084876
74584.37392,5.720481801,6.414774565,3.36,46372.74504,1463383.487,2641.4323695000003
67445.13841,6.980594587,7.486903794,3.24,36419.17069,1366854.241,3040.0711382
61660.27229,6.986938461,6.262991666,3.12,50291.35995,1347904.395,2398.8974998
74405.37257,5.623071765,5.546842196,2.43,28304.92386,913397.0869,2194.0526588000002
71074.79941,6.807573257,7.290495553,5.28,44214.49364,1613414.233,3013.1486659
77864.5148,5.119941049,6.929686495,3.4,25200.42395,928563.8216,2820.9059485000002
70692.37299,3.909432709,7.763453654,4.36,31027.50583,994654.4094,3191.0360962
72750.56473,5.904146627,7.308664006,3.3,45134.65342,1434144.261,2775.5992018
76483.58551,5.232203993,5.458379949,2.01,54737.92664,1382787.325,1977.5139847
74401.69918,5.264487765,5.416410273,2.16,26015.38384,962591.6566,2072.9230819000004
59378.44838,6.90536678,7.085086291,3.34,43306.35042,1373528.558,2690.5258873
84691.77031,6.733798591,7.624094724,5.19,22216.78721,1558639.881,3184.2284172
66832.30745,7.374954969,5.793589812,2.08,41344.5206,1533815.882,2407.0769436
81947.83832,7.470063235,6.122908818,2.41,43487.57712,1791771.289,2260.8726454
68342.25967,6.464507574,7.45932335,5.27,34530.72763,1274983.648,3262.797005
52941.73085,6.064374258,6.718719308,4.02,54294.76621,1176437.919,2758.6157924
81785.71266,4.521073951,6.847854216,3.17,56712.06902,1530172.525,2586.3562648
94494.38435,7.240433776,6.700315713,3.12,31307.5215,1825858.255,2530.0947139
68177.40477,6.463362271,5.625555164,3.48,23835.28645,974599.9588,2355.6665492
65893.44773,4.968478883,6.665318115,4.1,28173.79002,856261.6152,2900.5954345
71793.86826,7.328201439,7.422304752,6.08,53272.79247,1903533.084,2974.6914256
90864.87746,4.840861723,7.345925208,5.01,39183.03228,1629640.53,3171.7775624
62034.98064,5.825433141,7.878756751,4.29,29194.00407,1192672.334,3038.6270253000002
75545.62733,5.586017083,5.929137508,4.26,32614.31774,1068856.227,2415.7412524
74852.73538,7.052158313,8.433007791,6.29,26120.66089,1535844.896,3360.9023373
62303.11302,5.231732411,8.454274609,3.05,33711.72484,1033155.329,2986.2823827
71481.03493,5.188491937,7.152361081,4.32,45246.1741,1530013.449,3000.7083242999997
80484.87001,4.509879994,5.771422322,2.3,28076.97938,1131225.76,2438.4266966
84431.67331,4.438324285,7.793078979,3.27,26124.40716,1347225.945,3034.9236937
55707.35382,4.416729235,6.756375842,4.25,22588.57754,676738.7155,2935.9127526
81023.01749,6.512186978,5.656993706,2.36,30501.64782,1437755.772,2227.0981118
72466.08059,5.831390667,5.67083293,2.01,12113.11474,744741.9093,2368.249879
71663.29801,6.00708895,6.710290608,2.02,35315.03035,1230628.986,2594.0871824
81881.60723,5.254398751,8.952151664,4.49,62340.64,1976170.089,3516.6454992000004
85480.43728,2.797214954,5.184568923,4.19,47508.80534,1033864.635,2113.3706769
63753.86424,8.112336189,7.694744789,6.35,31347.68978,1558572.243,3231.4234367
56935.32996,6.489971718,6.234253209,4.19,32965.93529,849180.846,2552.2759627
66513.88445,6.77840388,8.04449668,4.49,5727.485885,717661.556,2985.349004
72554.53595,5.443881966,6.822376992,4.09,36249.40583,1187090.948,2578.7130976
69956.75188,4.982101501,7.860718492,3.17,35148.16491,1326946.725,2778.2155476000003
65126.70305,4.145068881,7.316436479,4.05,47258.75993,1245785.051,3021.9309437
71270.84203,5.425916412,7.691914339,6.28,40130.80794,1331897.457,3324.5743017
59124.12488,6.420174477,8.016993185,4.49,36442.99498,1472337.699,3134.0979555000004
